Country,Year,Total Agri Production,GDP(1000 USD),GDP per capita,Country_Code,No of frost days,Precipitation,Avg temperature,"Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary to tertiary, female (%)","Gross enrolment ratio, primary to tertiary, male (%)",Area,Population,Fertilizer Use Per Capita,Credit to Agriculture,FDI inflows to Agriculture,Agriculture share of Government Expenditure,Water Use Efficiency,Gini coefficient,Agri_Prod_Per_Capita
Serbia,2010.0,11770880.0,41819451.17,5463.917962,SRB,6.57,80.08,11.26,78.51983,80.97553,76.18171,3521.6,7653748.0,44.339999999999996,,26279228.0,1.87,0.09,0.2901660527125217,1537.9236421162548
Serbia,2011.0,13963864.0,49258136.019999996,6463.543633,SRB,8.43,42.94,11.04,81.52908,84.3753,78.8363,3528.2,7620918.0,49.989999999999995,,42952367.0,1.81,0.11,0.3447063196464393,1832.3073414515154
Serbia,2012.0,10918341.0,43309253.22,5705.079231,SRB,7.41,57.76,11.75,82.37077,85.3828,79.52347,3462.6,7591350.0,69.85000000000001,,11852847.0,2.3,0.1,0.3992465865803568,1438.2607836550812
Serbia,2013.0,12246661.0,48394267.330000006,6395.71026,SRB,6.55,61.27,11.81,83.54715,86.718,80.54693,3491.2,7566676.0,63.49,,87396241.0,2.18,0.13,0.2901711378407903,1618.4994573574975
Serbia,2014.0,11403693.0,47062201.83,6238.394932,SRB,3.77,92.13,12.01,84.10501,87.14347,81.23155,3506.4,7543960.0,41.910000000000004,,-438404.0,2.21,0.14,0.4049414497713779,1511.6322196830313
Serbia,2015.0,9117215.0,39655949.760000005,5273.751028,SRB,6.15,59.8,11.98,85.20784,88.25579,82.32669,3481.0,7519496.0,37.0,,70837679.0,2.21,0.13,0.2851573608617739,1212.4768734500292
Serbia,2016.0,9843924.0,40692661.51,5430.54818,SRB,6.06,75.81,11.51,86.18525,89.24546,83.29692,3456.0,7493288.0,48.42999999999999,,47967723.0,2.14,0.2,0.3883249686323298,1313.698872911331
Serbia,2017.0,8633429.0,44179075.31,5918.256598,SRB,6.27,56.71,11.59,87.32063,90.78545,84.05431,3438.0,7464880.0,42.03,,81295769.0,2.24,0.17,0.3615189693594668,1156.5395558937316
Serbia,2018.0,10731414.0,50640663.28,6812.201117,SRB,6.25,74.73,12.11,87.53999,91.1879,84.09855,3487.0,7433818.0,25.340000000000003,,178584325.0,2.13,0.17,0.3035105750536732,1443.5938571538877
Serbia,2019.0,10304410.0,51514242.85,6960.390902,SRB,5.57,60.85,12.39,87.49172,91.20603,83.98863,3482.0,7401056.0,30.36,,53892314.0,2.38,0.15,0.2895324609279349,1392.2891544125596
Seychelles,2008.0,16208.0,975123.662,10877.734838,SYC,0.0,112.98,26.03,72.49049,77.47966,67.9442,3.0,89644.0,0.38,2061912.0,,0.68,2.82,0.4682278790821791,180.80406943019054
Seychelles,2009.0,12531.0,857872.95,9424.068439,SYC,0.0,112.44,26.42,72.36,77.25269,67.92453,2.9,91030.0,0.5700000000000001,2534912.0,,1.12,2.45,0.4682278790821791,137.6579149730858
Seychelles,2010.0,15465.0,985947.537,10669.388666,SYC,0.0,102.7,26.47,72.16818,76.57524,68.16174,2.4,92409.0,0.31,5137657.0,,1.43,2.6,0.4682278790821791,167.35382917248322
Seychelles,2011.0,16648.0,1039497.8779999999,11078.877914,SYC,0.0,114.56,26.33,63.48268,66.60844,60.63136,1.5,93827.0,0.48,3400363.0,,0.77,2.75,0.4682278790821791,177.4329350826521
Seychelles,2012.0,18165.0,1085792.988,11392.344773,SYC,0.0,111.41,26.35,73.44631,74.07995,72.86394,1.5,95309.0,0.78,3415054.0,,0.65,2.57,0.4682278790821791,190.59060529435834
Seychelles,2013.0,26847.0,1366622.4689999998,14130.554718,SYC,0.0,124.72,26.24,72.08537,73.84744,70.45085,1.55,96714.0,0.53,3441608.0,,1.78,3.55,0.4682278790821791,277.5916620137726
Seychelles,2014.0,38271.0,1387616.988,14159.212539,SYC,0.0,133.22,26.41,77.50231,82.49377,72.83192,1.55,98001.0,0.52,4526543.0,,1.62,3.3,0.43883294268772094,390.516423301803
Seychelles,2015.0,34289.0,1391400.357,14020.559825,SYC,0.0,124.35,26.64,77.90866,82.53521,73.54733,1.55,99240.0,1.24,5753375.0,,2.26,2.99,0.40943800629326277,345.5159209995969
Seychelles,2016.0,36374.0,1458955.611,14515.815766,SYC,0.0,105.01,26.47,78.01946,82.62092,73.66361,1.55,100508.0,0.78,7140113.0,,2.02,3.07,0.38004306989880465,361.9015401759064
Seychelles,2017.0,34317.0,1529765.696,15025.544352,SYC,0.0,126.52,26.43,77.76885,83.60967,72.22396,1.55,101811.0,0.96,9320155.0,,1.68,3.0,0.3506481335043465,337.06573945840825
Seychelles,2018.0,37468.0,1587794.893,15400.383052,SYC,0.0,119.46,26.34,80.02885,86.36027,74.00922,1.55,103101.0,0.74,10063894.0,,2.14,3.31,0.3212531971098883,363.4106361722971
Seychelles,2019.0,37383.0,1645092.904,15761.67116,SYC,0.0,173.03,26.74,81.06233,88.31466,74.1594,1.55,104373.0,1.22,10289847.0,,0.51,3.69,0.3212531971098883,358.1673421287114
Singapore,2016.0,123977.0,318821728.7,55816.783688,SGP,0.0,215.14,27.66,113.72348,115.53093,112.02263,0.66,5711933.0,0.01,4222949118.0000005,,0.31,,,21.704911454668675
Singapore,2017.0,137053.0,343187139.09999996,59534.723402,SGP,0.0,233.16,27.3,114.6285,116.78001,112.60517,0.66,5764487.0,0.01,2689284357.0,,0.3,,,23.775402737485575
Singapore,2018.0,147343.0,376986500.79999995,64835.17102,SGP,0.0,222.31,27.19,115.70405,117.76682,113.76241,0.66,5814537.0,0.01,2353797393.0,,0.26,,,25.340452730802127
Slovenia,1992.0,1153977.0,13100878.73,6578.926115,SVN,7.54,101.19,10.09,72.13673,,,564.0,1991340.0,31.82,,-585930.0,2.08,13.01,0.2918499251551616,579.4977251498991
Slovenia,1993.0,1106975.0,13257517.36,6656.432799,SVN,8.49,98.5,9.56,71.64579,73.30797,70.06953,560.0,1991685.0,27.380000000000003,,-585930.0,2.08,13.01,0.2918499251551616,555.7982311459895
Slovenia,1994.0,1272340.0,15049380.91,7557.00041,SVN,4.93,97.77,10.86,72.5079,74.42865,70.69048,549.0,1991449.0,42.62,,-585930.0,2.08,13.01,0.2791911957916829,638.9016238929544
Slovenia,1995.0,1508553.0,21353571.13,10724.477316,SVN,7.77,113.32,9.69,73.96392,76.24501,71.80993,538.0,1991106.0,37.019999999999996,,-585930.0,2.08,13.01,0.2665324664282042,757.6457506531546
Slovenia,1996.0,1518633.0,21504748.28,10802.785338,SVN,8.89,114.88,8.5,74.93902,77.48872,72.53656,525.0,1990667.0,31.799999999999997,,-585930.0,2.08,13.01,0.2538737370647255,762.8764630146579
Slovenia,1997.0,1326091.0,20764111.06,10435.128594,SVN,8.07,98.53,9.58,76.47913,79.1689,73.94686,495.0,1989828.0,37.18000000000001,,-585930.0,2.08,13.01,0.2412150077012468,666.4349883507518
Slovenia,1998.0,1285539.0,22144136.62,11137.338683,SVN,7.9,109.64,9.8,79.25529,82.24996,76.43747,490.0,1988279.0,38.52,,-585930.0,2.08,13.01,0.2840668340982092,646.5586570094036
Slovenia,1999.0,1151471.0,22711102.77,11434.097921,SVN,8.17,112.76,9.67,84.11308,87.71507,80.72402,500.0,1986261.0,39.56,,-585930.0,2.08,13.01,0.240428865845553,579.7178719211624
Slovenia,2000.0,1012035.0,20291213.42,10225.678889,SVN,6.37,105.55,10.66,85.15166,89.43623,81.11684,518.0,1984339.0,38.07,,-585930.0,2.08,13.01,0.25735794598915457,510.0111422493838
Slovenia,2001.0,948887.0,20876867.68,10530.645437,SVN,7.06,100.32,10.09,90.10497,94.09916,86.33455,510.0,1982487.0,36.56,,-585930.0,2.08,13.01,0.27428702613275613,478.63466443916155
Slovenia,2002.0,1156328.0,23488999.07,11840.603796,SVN,5.55,109.12,10.59,93.20465,97.67808,88.96893,505.0,1983767.0,34.18,,-585930.0,2.25,13.01,0.2912161062763577,582.8950678179443
Slovenia,2003.0,1250131.0,29635734.73,14896.738145,SVN,8.3,80.15,10.16,95.87778,99.50196,92.43292,510.0,1989411.0,34.81,,-585930.0,2.39,13.01,0.3086602284751246,628.39252421948
Slovenia,2004.0,1460268.0,34415118.61,17235.808796,SVN,7.8,115.86,9.43,89.64977,93.64289,85.84295,492.0,1996722.0,31.62,,-585930.0,2.01,13.01,0.2479073844829589,731.332654220267
Slovenia,2005.0,1328903.0,36204339.760000005,18059.026865,SVN,9.26,100.51,9.12,92.30098,97.00151,87.81325,509.0,2004778.0,28.93,,-585930.0,1.51,13.01,0.2463486319363992,662.8679085664347
Slovenia,2006.0,1458310.0,39478727.400000006,19606.334719,SVN,7.69,95.15,9.95,93.63894,98.99104,88.53517,491.0,2013570.0,28.46,,-585930.0,1.63,13.01,0.243639268160672,724.241024647765
Slovenia,2007.0,1819212.0,48003908.92,23726.384369,SVN,5.62,99.4,10.73,94.18647,99.73916,88.91892,498.0,2023229.0,28.07,,-585930.0,1.54,13.01,0.2435475319189812,899.1626751099357
Slovenia,2008.0,2033068.0,55554567.02,27312.520013,SVN,5.85,116.13,10.46,94.60056,100.46708,89.0686,618.56,2034033.0,25.23,,-585930.0,1.65,13.01,0.2371801896351165,999.5255730855891
Slovenia,2009.0,1597177.0,50365022.48,24621.41384,SVN,6.48,110.1,10.46,95.01432,101.12308,89.28517,625.12,2045578.0,21.060000000000002,,-1792057.0,1.41,13.01,0.2478773525866067,780.7949635750874
Slovenia,2010.0,1604123.0,48161250.410000004,23410.078618,SVN,7.9,124.86,9.48,96.17438,102.42765,90.32963,623.86,2057286.9999999998,23.91,,60924.0,1.04,13.01,0.2493325952981786,779.7273788246366
Slovenia,2011.0,1850472.0,51516366.650000006,24941.92153,SVN,7.8,74.07,10.52,95.22447,102.97269,87.98869,620.61,2065453.0,22.89,,2730224.0,1.03,6.38,0.2486803368145231,895.9158112046123
Slovenia,2012.0,1612550.0,46580457.47,22509.661213,SVN,7.19,103.37,10.53,95.48358,101.39561,89.95779,611.79,2069353.9999999998,22.23,,1801376.0,1.17,6.63,0.2558550226177477,779.2528489567277
Slovenia,2013.0,1779231.0,48401896.809999995,23355.773046,SVN,6.83,116.34,10.3,99.37931,104.83785,94.26786,610.21,2072373.9999999998,22.68,,896474.0,1.02,3.38,0.2624110437602677,858.5472506410523
Slovenia,2014.0,1753451.0,49930685.01,24063.943285,SVN,2.65,141.43,11.32,98.26825,103.35223,93.49895,618.75,2074917.0,23.34,,-1034899.9999999999,0.95,6.04,0.2565753466099901,845.070429323197
Slovenia,2015.0,1547125.0,43090173.39,20707.847704,SVN,6.22,92.5,10.93,97.81076,102.91779,93.01456,620.66,2080862.0,23.68,,-110951.0,1.21,4.53,0.2540846455145272,743.5019717790032
Slovenia,2016.0,1492171.0,44736333.52,21404.739438,SVN,6.52,117.29,10.54,99.22609,104.10146,94.64698,621.63,2090020.0,22.77,,3431405.0,1.01,4.66,0.24757935942121,713.9505842049358
Slovenia,2017.0,1543831.0,48589100.04,23155.397104,SVN,6.74,114.8,10.59,99.65408,104.35775,95.23713,619.22,2098392.0,22.529999999999998,,451870.0,1.08,4.09,0.2421930734814625,735.7209711054941
Slovenia,2018.0,1655126.0,54177882.43,25726.418631,SVN,6.48,108.92,11.18,99.5759,104.17738,95.25702,616.18,2105924.0,22.6,,-118096.0,1.14,6.95,0.2463336450390815,785.9381440165932
South Africa,1991.0,17003395.0,128644678.3,3144.5041,ZAF,1.06,49.89,17.49,73.28231,74.61185,71.96672,96005.0,40910959.0,18.09,,,1.61,0.16,0.6302607272842364,415.61956540788987
South Africa,1994.0,19217490.0,153512698.0,3547.951416,ZAF,1.56,35.57,17.4,77.85655,78.74082,76.98219,97265.0,43267982.0,17.38,,,1.61,0.16,0.6302607272842364,444.150365043602
South Africa,1998.0,17790158.0,152982979.9,3336.439546,ZAF,0.71,46.06,17.83,78.78217,,,97988.0,45852166.0,17.06,,,1.61,0.16,0.6302607272842364,387.98947905754335
South Africa,1999.0,17534310.0,151516952.9,3267.939078,ZAF,0.47,45.77,18.29,77.44834,,,98058.0,46364681.0,16.75,,,1.61,0.16,0.6302607272842364,378.18247902967346
South Africa,2012.0,45861270.0,434396914.0,8173.800814,ZAF,0.87,44.36,17.7,77.14448,78.29217,76.01564,96341.0,53145033.0,13.91,,,1.61,0.16,0.6302607272842364,862.9455550436859
South Africa,2014.0,45582843.0,380908893.4,6959.839546,ZAF,1.01,44.36,17.93,80.91715,82.94553,78.9236,96341.0,54729551.0,14.579999999999998,,,1.57,0.15,0.6302607272842364,832.8744191597698
South Africa,2016.0,33463306.0,323567671.6,5734.750634,ZAF,0.56,37.83,18.81,82.31311,84.53588,80.12841,96341.0,56422274.0,12.19,,,1.34,0.13,0.6302607272842364,593.0868011452357
South Africa,2017.0,40650150.0,380851444.1,6723.928582,ZAF,0.77,40.28,18.25,81.53611,83.71125,79.39786,96341.0,56641209.0,15.430000000000001,,,1.35,0.13,0.6302607272842364,717.6780071908423
South Africa,2018.0,43127931.0,403945686.3,7044.789983,ZAF,0.79,34.26,18.34,80.04815,81.96745,78.16089,96341.0,57339635.0,18.86,,,1.22,0.11,0.6302607272842364,752.1486838902969
Spain,1991.0,69956603.0,577146587.6,14799.744986,ESP,3.04,48.5,13.4,83.06765,84.91389,81.30917,30371.0,38997063.0,48.25,,95514096.0,1.68,0.44,0.3665411992107588,1793.894145310379
Spain,1992.0,64963103.0,630905064.6,16093.592804,ESP,3.16,50.05,13.3,84.07294,86.24498,82.00355,30279.0,39202251.0,40.17,,95514096.0,1.68,0.44,0.3665411992107588,1657.1268573327588
Spain,1993.0,53587059.0,525109612.59999996,13320.708764,ESP,3.11,50.64,12.94,86.51268,88.98737,84.15489,30033.0,39420546.0,46.099999999999994,,51559128.0,1.68,0.44,0.3665411992107588,1359.3687667339766
Spain,1994.0,56883594.0,530560312.40000004,13389.965542,ESP,2.2,43.29,14.31,88.028,90.42227,85.74743,30183.0,39623725.0,48.650000000000006,,27549291.0,1.68,0.44,0.3665411992107588,1435.5943061890318
Spain,1995.0,58891932.0,614612315.1999999,15436.868184,ESP,1.83,48.76,14.76,88.60126,91.56685,85.77811,29719.0,39814573.0,46.94,,1147345.0,1.68,0.44,0.3665411992107588,1479.15518270157
Spain,1996.0,72407158.0,642629976.8,16067.166142,ESP,1.95,71.46,13.75,89.4466,92.74297,86.31146,30139.0,39996473.0,54.81,,9169951.0,1.68,0.44,0.361735050372142,1810.3385766039921
Spain,1997.0,67527736.0,590101662.2,14686.434243,ESP,1.29,67.42,14.67,88.89608,91.46223,86.45791,30059.0,40180050.0,52.46,,3693038.0,1.68,0.44,0.35692890153352513,1680.6284710944858
Spain,1998.0,65644448.0,619225850.4,15341.667247,ESP,2.32,46.02,14.15,89.64575,92.53689,86.90224,29958.0,40362357.0,58.65,,-2065903.0,1.68,0.44,0.35212275269490834,1626.377964002449
Spain,1999.0,60486735.0,634674716.3,15654.656515,ESP,2.97,51.86,14.0,90.00569,92.93788,87.22731,29778.0,40542232.0,57.22,,1960560.0,1.68,0.44,0.3473166038562915,1491.9438821227209
Spain,2000.0,59058564.0,596877190.5,14650.294621,ESP,2.26,54.79,14.14,90.93959,93.94533,88.09619,29766.0,40741651.0,52.760000000000005,,9780939.0,1.68,0.44,0.3425104550176747,1449.5869104568199
Spain,2001.0,57306662.0,627281187.5999999,15312.070917,ESP,2.44,54.3,14.24,91.28184,94.09814,88.62241,29520.0,40966450.0,53.6,,-12110205.0,1.68,0.46,0.3343558532525512,1398.8681469836904
Spain,2002.0,60752291.0,705426402.8000001,17007.383923,ESP,1.12,57.72,14.29,91.46379,94.7473,88.36282,29419.0,41477655.0,51.18000000000001,,53365692.0,1.59,0.46,0.3262012514874277,1464.6992700045362
Spain,2003.0,83954343.0,905457182.3,21440.95177,ESP,2.21,62.18,14.58,92.20944,95.34492,89.24783,29153.0,42230270.0,54.019999999999996,,28215622.0,1.59,0.47,0.3180466497223042,1988.0134083916582
Spain,2004.0,84837858.0,1067139744.0,24840.503741,ESP,2.51,49.6,13.96,93.82858,97.47223,90.38623,29071.0,42959666.0,50.16,,-125408976.0,1.6,0.45,0.3330529238375526,1974.8258284875865
Spain,2005.0,80661858.0,1153256977.0,26399.155402,ESP,4.4,39.57,13.93,95.46061,98.99641,92.11917,29164.0,43685374.0,42.019999999999996,,44769437.0,1.6,0.38,0.3243563868729888,1846.4270902201729
Spain,2006.0,86967958.0,1259279362.0,28347.57114,ESP,2.69,54.98,14.75,96.40864,99.97527,93.03678,28613.0,44422831.0,40.76,,152700275.5,1.54,0.37,0.3354522649419021,1957.731104530461
Spain,2007.0,106586556.0,1472055568.0,32534.647495,ESP,2.4,48.11,13.77,96.44785,100.11983,92.9748,28004.0,45245782.0,43.87,,260631114.0,1.54,0.39,0.3413883399203714,2355.72358988071
Spain,2008.0,112277578.0,1625285047.0,35358.004273,ESP,2.21,59.13,13.7,96.84982,100.43212,93.4625,28142.0,45966538.0,28.94,,368561952.5,1.51,0.37,0.3422157251835024,2442.5937406902385
Spain,2009.0,92158369.0,1485494011.0,32037.209185,ESP,2.38,54.0,14.5,97.4617,100.87166,94.23891,27970.0,46367772.0,26.130000000000003,,476492791.0,1.22,0.32,0.3492612562751039,1987.5522377913694
Spain,2010.0,101304492.0,1420722034.0,30505.421365,ESP,3.0,67.57,13.67,100.24356,103.2752,97.37896,27545.0,46572772.0,35.15,,-104629525.0,1.1,0.34,0.3524683705170985,2175.1870814131485
Spain,2011.0,101283156.0,1478772824.0,31645.562332,ESP,1.8,47.73,14.75,102.52842,105.41231,99.80229,27014.0,46729232.0,32.61,,-111210737.0,1.0,0.35,0.3569860433175269,2167.44747698828
Spain,2012.0,89003850.0,1324826516.0,28334.848844,ESP,3.27,47.76,14.19,104.25085,106.90353,101.74093,26942.0,46756082.0,32.95,,82231136.0,0.82,0.33,0.3540633036321468,1903.5780200744794
Spain,2013.0,112516126.0,1355194260.0,29079.263408,ESP,2.9,61.26,13.84,105.94154,108.75608,103.27602,26733.2,46603459.0,37.53,,167341789.0,0.87,0.39,0.3618516715223185,2414.329932033586
Spain,2014.0,103330904.0,1369995875.0,29484.75441,ESP,1.51,58.79,14.72,106.23411,108.92196,103.68744,26578.0,46464551.0,39.99,,10.0,0.81,0.37,0.3605441354992987,2223.865329076353
Spain,2015.0,90754046.0,1195676021.0,25751.485301,ESP,2.33,44.98,14.87,106.94262,109.43071,104.58637,26576.5,46431342.0,40.059999999999995,,68789526.0,0.87,0.44,0.3618141917496762,1954.585891572981
Spain,2016.0,94391573.0,1232717585.0,26525.277678,ESP,1.69,58.56,14.62,106.78925,109.54629,104.18269,26265.7,46473315.0,38.22,,61422248.0,0.71,0.49,0.3575989420946042,2031.091885741312
Spain,2017.0,96606187.0,1313245330.0,28190.806662,ESP,2.64,41.29,15.08,106.86847,109.89688,104.00544,26295.53,46584170.0,40.9,,54054970.0,0.74,0.51,0.3465454688035377,2073.7986101287197
Spain,2018.0,118356380.0,1421702715.0,30383.428973,ESP,2.03,69.1,14.23,107.38571,110.6621,104.29008,26183.3239,46792043.0,40.05,,32452655.0,0.79,0.54,0.3471894730060089,2529.4125328103323
Sri Lanka,1994.0,5166163.0,13868489.46,769.969274,LKA,0.0,150.24,26.14,70.53816,71.283,69.81885,2323.0,18011744.0,12.08,1880917855.0,,5.33,0.22,0.3871360847673566,286.82192018718456
Sri Lanka,2010.0,9007493.0,56725754.849999994,2744.543552,LKA,0.0,179.17,26.64,76.23657,77.12073,75.35567,2620.0,20668557.0,13.299999999999999,1880917855.0,,5.33,0.22,0.3871360847673566,435.80657324069597
Sri Lanka,2011.0,9568453.0,65292745.7,3130.083899,LKA,0.0,188.18,26.43,77.01259,77.66571,76.36028,2730.0,20859743.0,16.04,2336838187.0,,5.29,0.25,0.3871360847673566,458.7042611215296
Sri Lanka,2012.0,8625477.0,68434431.85,3256.123766,LKA,0.0,140.8,26.65,77.64719,79.0555,76.23903,2740.0,21017147.0,12.74,2440272857.0,,4.87,0.23,0.3871360847673566,410.4018970795608
Sri Lanka,2013.0,10169654.0,74317788.94,3516.877109,LKA,0.0,138.1,26.5,78.71463,80.22899,77.20031,2740.0,21131756.0,10.709999999999999,2282096626.0,,3.95,0.25,0.3902969091687865,481.2498308233353
Sri Lanka,2016.0,11260937.0,82401055.07000001,3845.934897,LKA,0.0,111.79,27.15,78.39887,79.73185,77.06912,2750.0,21425494.0,7.72,2386413111.0,,5.65,0.27,0.3934577335702164,525.5858744727193
Sri Lanka,2017.0,10599917.0,87428117.56,4065.135897,LKA,0.0,139.57,26.68,78.80955,80.55235,77.07277,2760.2,21506813.0,7.2,2590201959.0,,5.34,0.3,0.3934577335702164,492.86321501935225
Sri Lanka,2018.0,11058742.0,87963065.44000001,4076.004239,LKA,0.0,158.62,26.31,79.9185,81.64464,78.20095,2811.6,21580710.0,8.79,2768764911.0,,4.51,0.32,0.3934577335702164,512.436430497421
Sudan,2012.0,18418055.0,62286732.519999996,1771.53302,SDN,0.01,15.4,27.28,47.43248,45.24725,49.56782,111465.96,35159792.0,1.8800000000000001,,,,0.21,,523.8385653703525
Sudan,2013.0,22892075.0,63933594.510000005,1776.391885,SDN,0.0,15.54,27.64,49.04097,47.18167,50.85732,111453.36,35990704.0,1.4400000000000002,,,,0.2,,636.0552158135057
Suriname,2002.0,137688.0,1339110.03,2701.637857,SUR,0.0,139.44,25.89,70.03229,75.11129,65.15694,74.0,495666.0,8.37,,,3.42,0.71,,277.7838302405249
Sweden,1991.0,7564976.0,274230545.8,31908.900323,SWE,14.22,61.65,3.64,74.08685,75.94447,72.31947,3358.0,8594171.0,33.99,,280376.0,0.33,1.88,0.2490873346361343,880.2449939616049
Sweden,1992.0,7007229.0,284319488.3,32906.312243,SWE,14.33,65.87,3.97,75.60834,77.55221,73.75761,3344.0,8640272.0,36.36,,280376.0,0.33,1.88,0.2490873346361343,810.9963436336263
Sweden,1993.0,5808151.0,212952607.0,24524.090147,SWE,14.97,67.56,3.14,87.96228,92.32259,83.80861,3356.0,8683405.0,37.92,,280376.0,0.33,1.88,0.2501799084209158,668.8794315133292
Sweden,1994.0,5813726.0,229034457.1,26255.001697,SWE,14.94,54.33,3.16,90.83434,95.24976,86.62668,3356.0,8723460.0,37.03,,280376.0,0.33,1.88,0.2512724822056973,666.4472583126419
Sweden,1995.0,6919493.0,267307061.89999998,30519.744703,SWE,15.34,62.76,3.26,93.25133,98.21255,88.52341,3267.0,8758496.0,33.57,,280376.0,0.33,1.88,0.2523650559904788,790.0321014018845
Sweden,1996.0,7203194.0,291745733.0,33207.66402,SWE,15.38,56.38,2.65,96.21073,101.90391,90.78771,3297.0,8785494.0,35.349999999999994,,-514700.5,0.33,1.88,0.25636492846935693,819.8962972372414
Sweden,1997.0,6080606.0,268146349.60000002,30443.95297,SWE,14.91,58.89,3.93,99.27038,105.72623,93.12027,3259.0,8807869.0,35.19,,-1309777.0,0.33,1.88,0.26036480094823505,690.360630931273
Sweden,1998.0,5743353.0,270810151.20000005,30674.075046,SWE,14.3,76.71,2.99,107.84369,116.66313,99.4436,3231.0,8828633.0,33.3,,4150634.0,0.33,1.88,0.2643646734271132,650.537065024676
Sweden,1999.0,5441171.0,274071242.6,30972.435663,SWE,13.53,68.12,3.69,112.66644,122.5966,103.21193,3194.0,8848876.0,32.77,,196963121.0,0.33,1.88,0.2683645459059913,614.8996776539755
Sweden,2000.0,4748047.0,262834187.4,29628.329769,SWE,11.75,78.93,4.61,112.46801,122.6919,102.73885,2974.1,8871043.0,31.849999999999998,,3324187.0,0.33,1.88,0.2723644183848694,535.2298483955044
Sweden,2001.0,4383987.0,242395011.6,27245.349829,SWE,14.02,68.29,3.29,112.41491,122.86147,102.48125,3053.9,8896748.0,29.86,,654268.0,0.33,1.88,0.2658087668056567,492.7628612162556
Sweden,2002.0,4507020.0,266848422.39999998,29895.59306,SWE,14.27,58.03,3.88,112.36465,122.20878,103.0023,3139.9,8926012.0,29.95,,1787695.0,0.37,1.88,0.259253115226444,504.9309814954316
Sweden,2003.0,5302363.0,334337040.0,37308.131022,SWE,14.51,59.57,3.83,111.43046,120.87788,102.44325,3128.7,8961506.0,29.23,,1164628.6363636362,0.36,1.88,0.2526974636472313,591.682134676917
Sweden,2004.0,5913926.0,385118743.59999996,42770.71245,SWE,14.19,65.16,3.67,96.11281,101.49443,90.99244,3153.2,9004263.0,28.87,,541562.2727272727,0.32,1.84,0.2614217437031891,656.7917885117305
Sweden,2005.0,5345644.0,392218701.2,43330.761584,SWE,14.14,64.63,4.11,95.43044,100.16186,90.92911,3201.2,9051738.0,26.159999999999997,,-81504.09090909082,0.43,1.55,0.2682567589432999,590.5654803530549
Sweden,2006.0,5391008.0,423090618.0,46469.376814,SWE,13.14,68.66,4.51,94.553,99.27569,90.06224,3150.1,9104719.0,25.16,,-704570.4545454546,0.38,1.88,0.2635249277764486,592.1114094789746
Sweden,2007.0,8052743.0,491254769.7,53605.43311,SWE,13.28,64.84,4.21,93.09997,97.89302,88.54379,3120.9,9164272.0,25.759999999999998,,-1327636.8181818184,0.32,2.39,0.2711610523548811,878.7106057087785
Sweden,2008.0,8564918.0,517706214.7,56093.94444,SWE,13.3,67.39,4.29,92.42943,97.26787,87.83084,3075.8,9229271.0,28.22,,-1950703.1818181816,0.37,2.57,0.2812133563553238,928.0167415172878
Sweden,2009.0,5891389.0,436535921.09999996,46932.215686,SWE,13.83,65.48,3.6,91.69247,96.73747,86.89774,3067.2,9301413.0,18.13,,-2573769.545454546,0.36,2.44,0.2734146969462611,633.3864542946325
Sweden,2010.0,6975570.0,495812558.8,52848.740227,SWE,15.84,63.98,1.74,92.36851,97.34464,87.63943,3073.7,9381729.0,22.91,,-3196835.909090909,0.36,3.21,0.2773816077441872,743.5271259700637
Sweden,2011.0,8601015.0,574094113.0,60639.123801,SWE,12.6,72.85,4.67,91.23962,96.17442,86.55099,3063.1,9467388.0,23.5,,-3819902.2727272725,0.34,3.33,0.2760662244844293,908.4886982555272
Sweden,2012.0,8523244.0,552483727.3000001,57815.45405,SWE,14.24,77.47,3.11,90.58459,95.76258,85.67,3031.5,9555987.0,20.69,,-4442968.636363637,0.33,3.03,0.2764537942301526,891.927123802073
Sweden,2013.0,8577196.0,586841821.8000001,60819.355116,SWE,13.81,60.76,3.95,104.06473,113.08088,95.521,3036.08,9648932.0,22.72,,-5066035.0,0.32,2.87,0.2882522062893209,888.9269817633702
Sweden,2014.0,8239284.0,581964017.2,59703.876847,SWE,12.32,65.78,4.92,105.05422,113.8424,96.73457,3036.07,9747508.0,24.639999999999997,,-20843081.0,0.31,3.09,0.2838972273945099,845.2708117808162
Sweden,2015.0,6793951.0,505103781.29999995,51282.961067,SWE,12.42,74.11,4.67,107.95219,116.57045,99.80418,3028.35,9849349.0,25.33,,29283306.0,0.27,3.46,0.2921019079394952,689.7868072295945
Sweden,2016.0,6313271.0,515654671.5,51807.319258,SWE,13.49,61.32,4.14,110.58984,118.59183,103.03532,3020.92,9953317.0,25.23,,30249977.0,0.27,3.2,0.2956217445103507,634.2881473583128
Sweden,2017.0,6874763.0,541018749.8,53788.877502,SWE,14.05,69.21,3.84,116.27667,123.34349,109.60402,3138.37,10058190.0,26.67,,3743189.0,0.26,3.5,0.2877460335084788,683.4990192072331
Sweden,2018.0,6310797.0,555455371.5,54658.441575,SWE,13.67,53.41,4.31,119.79754,127.47741,112.54312,3127.39,10162298.0,25.18,,2760995.0,0.3,3.54,0.2997418872901206,621.0009783220291
Switzerland,1991.0,11976512.0,269129384.8,39604.682879,CHE,13.66,122.08,4.59,71.96826,68.04014,75.74306,1600.914,6795393.0,23.39,,,3.23,4.2,0.3385640810532497,1762.445821750118
