Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Singapore,SGP,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.72348,114.6285,115.70405,..,..,..,..,..
Singapore,SGP,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.53093,116.78001,117.76682,..,..,..,..,..
Singapore,SGP,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.02263,112.60517,113.76241,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.23131,..,73.30357,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.4912,..,72.74934,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.93416,..,73.87082,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.70329,70.60646,70.98328,71.51683,71.45472,70.32828,70.62057,71.61674,72.07385,73.03625,74.40373,75.78952,77.44575,78.74978,80.4954,81.30638,81.81536,82.15742,81.82227,81.75584,81.79262,81.01917,80.38521,79.72493,79.89428,80.36313,..,..,..,..,..
Slovak Republic,SVK,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.35292,71.30166,71.9926,72.27351,72.22887,71.01829,71.44196,72.21836,72.83182,73.95889,75.4186,77.14561,79.18402,81.39737,83.92891,85.57033,86.37614,86.48457,85.98329,85.87649,86.04171,85.04303,84.24805,83.1929,83.37335,83.71576,..,..,..,..,..
Slovak Republic,SVK,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.07923,69.93876,70.01427,70.79082,70.71188,69.66602,69.83253,71.03984,71.34746,72.15226,73.43157,74.49078,75.78157,76.21643,77.21136,77.23017,77.45828,78.02696,77.85449,77.82544,77.7403,77.18329,76.70477,76.42243,76.58283,77.17239,..,..,..,..,..
Slovenia,SVN,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.31482,62.01358,66.01358,67.8666,68.17719,68.3245,68.61298,68.99355,70.19968,66.75163,72.13673,71.64579,72.5079,73.96392,74.93902,76.47913,79.25529,84.11308,85.15166,90.10497,93.20465,95.87778,89.64977,92.30098,93.63894,94.18647,94.60056,95.01432,96.17438,95.22447,95.48358,99.37931,98.26825,97.81076,99.22609,99.65408,99.5759,..,..,..,..,..
Slovenia,SVN,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.30797,74.42865,76.24501,77.48872,79.1689,82.24996,87.71507,89.43623,94.09916,97.67808,99.50196,93.64289,97.00151,98.99104,99.73916,100.46708,101.12308,102.42765,102.97269,101.39561,104.83785,103.35223,102.91779,104.10146,104.35775,104.17738,..,..,..,..,..
Slovenia,SVN,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.06953,70.69048,71.80993,72.53656,73.94686,76.43747,80.72402,81.11684,86.33455,88.96893,92.43292,85.84295,87.81325,88.53517,88.91892,89.0686,89.28517,90.32963,87.98869,89.95779,94.26786,93.49895,93.01456,94.64698,95.23713,95.25702,..,..,..,..,..
Small states,SST,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.00279,64.90815,64.95294,65.83217,66.63415,67.0237,67.59525,68.3956,68.69652,69.29618,69.37847,70.15078,70.59939,70.84245,71.15689,70.88053,70.79555,71.0058,71.51214,71.97203,72.14464,72.47848,72.9689,..,..,..,..
Small states,SST,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.41747,64.34986,64.3428,65.30032,66.17134,66.73113,67.39803,68.10007,68.70303,69.51165,69.90169,71.02231,71.60754,71.97326,72.20085,72.31864,72.49767,72.74144,73.44114,73.81374,74.12519,74.46564,..,..,..,..,..
Small states,SST,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.57886,65.45769,65.55362,66.3556,67.08956,67.31076,67.78841,68.68467,68.69017,69.08637,68.87224,69.31183,69.632,69.75817,70.15373,69.50947,69.18001,69.36056,69.68348,70.22306,70.26802,70.59429,..,..,..,..,..
Solomon Islands,SLB,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,37.258,42.98171,42.67699,41.58288,..,41.75079,41.37653,39.6894,39.04964,38.05825,39.29015,39.04866,39.39595,42.5694,..,..,41.24656,..,..,..,41.904,42.43611,44.8212,47.11918,48.6957,..,..,..,..,43.54466,40.57336,..,48.55085,..,..,50.57616,54.55843,55.39029,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,27.8538,30.3315,..,..,..,32.05176,..,..,..,..,..,..,..,..,..,..,36.34586,..,..,..,37.66761,38.02824,40.15647,42.27328,44.24749,..,..,..,..,40.70946,38.09631,..,45.78135,..,..,48.06815,51.94311,52.66398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,45.86928,54.6697,..,..,..,50.86803,..,..,..,..,..,..,..,..,..,..,45.84668,..,..,..,45.8825,46.57551,49.20035,51.6657,52.86529,..,..,..,..,46.18821,42.88321,..,51.14528,..,..,52.92918,57.02232,57.96648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,4.45329,5.20742,..,..,..,15.54241,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,2.38836,..,..,..,10.39598,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,8.07128,..,..,..,20.74884,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.06888,71.90174,73.28231,..,..,77.85655,..,..,..,78.78217,77.44834,..,..,..,..,..,..,..,..,..,..,..,..,77.14448,..,80.91715,..,82.31311,81.53611,80.04815,..,..,..,..,..
South Africa,ZAF,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.03611,73.01192,74.61185,..,..,78.74082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.29217,..,82.94553,..,84.53588,83.71125,81.96745,..,..,..,..,..
South Africa,ZAF,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.11156,70.80279,71.96672,..,..,76.98219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.01564,..,78.9236,..,80.12841,79.39786,78.16089,..,..,..,..,..
South Asia,SAS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.38409,48.72875,48.56378,49.62748,49.49505,50.54586,53.26937,54.3885,55.59868,56.72967,58.44734,59.83452,59.85986,61.54657,63.49383,65.13887,65.31299,66.91683,67.37398,69.49316,68.55445,65.97647,65.86483,..,..,..,..
South Asia,SAS,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.59719,42.43074,42.65748,43.77489,43.97277,45.45138,49.97317,50.83528,52.47477,53.74508,55.63085,57.56009,58.15404,59.89435,62.17536,64.1895,66.04957,67.79512,68.27577,71.03637,69.98276,65.94785,66.04096,..,..,..,..
South Asia,SAS,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.64308,54.53091,53.99864,55.00576,54.56239,55.21456,56.28605,57.6367,58.45142,59.45228,61.0145,61.90591,61.41161,63.04806,64.69115,66.00039,64.64475,66.11994,66.55548,68.09199,67.25654,66.0025,65.70458,..,..,..,..
South Asia (IDA & IBRD),TSA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.38409,48.72875,48.56378,49.62748,49.49505,50.54586,53.26937,54.3885,55.59868,56.72967,58.44734,59.83452,59.85986,61.54657,63.49383,65.13887,65.31299,66.91683,67.37398,69.49316,68.55445,65.97647,65.86483,..,..,..,..
South Asia (IDA & IBRD),TSA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.59719,42.43074,42.65748,43.77489,43.97277,45.45138,49.97317,50.83528,52.47477,53.74508,55.63085,57.56009,58.15404,59.89435,62.17536,64.1895,66.04957,67.79512,68.27577,71.03637,69.98276,65.94785,66.04096,..,..,..,..
South Asia (IDA & IBRD),TSA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.64308,54.53091,53.99864,55.00576,54.56239,55.21456,56.28605,57.6367,58.45142,59.45228,61.0145,61.90591,61.41161,63.04806,64.69115,66.00039,64.64475,66.11994,66.55548,68.09199,67.25654,66.0025,65.70458,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,61.83862,62.14281,63.82568,65.90317,68.08474,70.21212,71.26516,72.06495,73.48892,74.51651,74.6482,75.60505,76.5497,76.22211,77.30476,80.43464,81.61815,82.36193,83.05867,81.98536,83.06765,84.07294,86.51268,88.028,88.60126,89.4466,88.89608,89.64575,90.00569,90.93959,91.28184,91.46379,92.20944,93.82858,95.46061,96.40864,96.44785,96.84982,97.4617,100.24356,102.52842,104.25085,105.94154,106.23411,106.94262,106.78925,106.86847,107.38571,..,..,..,..,..
Spain,ESP,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,58.45379,58.95646,60.76769,62.75875,65.94887,68.20753,69.613,70.52583,71.42183,74.12453,74.5412,74.88136,77.23396,76.59096,77.78211,81.78336,83.35496,83.98607,84.60462,83.40399,84.91389,86.24498,88.98737,90.42227,91.56685,92.74297,91.46223,92.53689,92.93788,93.94533,94.09814,94.7473,95.34492,97.47223,98.99641,99.97527,100.11983,100.43212,100.87166,103.2752,105.41231,106.90353,108.75608,108.92196,109.43071,109.54629,109.89688,110.6621,..,..,..,..,..
Spain,ESP,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,65.10037,65.21287,66.77058,68.9288,70.13776,72.13663,72.84938,73.53888,75.46575,74.89084,74.75021,76.2943,75.89861,75.87139,76.85109,79.15333,79.96792,80.81803,81.58813,80.63501,81.30917,82.00355,84.15489,85.74743,85.77811,86.31146,86.45791,86.90224,87.22731,88.09619,88.62241,88.36282,89.24783,90.38623,92.11917,93.03678,92.9748,93.4625,94.23891,97.37896,99.80229,101.74093,103.27602,103.68744,104.58637,104.18269,104.00544,104.29008,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,53.38035,54.82282,..,51.98409,49.4984,..,..,..,..,..,..,61.01291,61.53949,62.36654,63.38703,64.31627,65.86442,..,..,..,..,..,..,..,70.53816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.23657,77.01259,77.64719,78.71463,..,..,78.39887,78.80955,79.9185,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.13259,..,62.58043,63.68612,64.66705,66.34797,..,..,..,..,..,..,..,71.283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.12073,77.66571,79.0555,80.22899,..,..,79.73185,80.55235,81.64464,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.89644,..,62.15889,63.09685,63.97602,65.39541,..,..,..,..,..,..,..,69.81885,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.35567,76.36028,76.23903,77.20031,..,..,77.06912,77.07277,78.20095,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.29751,66.76944,69.36308,71.34096,72.44364,..,..,..,76.1969,76.64578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.2454,..,..,..,..,..,101.79032,102.28297,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.52589,63.16027,61.97006,71.43025,72.84399,..,..,..,76.08837,77.34365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.02618,..,..,..,..,..,101.33455,110.88973,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.05829,70.33077,76.66103,71.2529,72.04917,..,..,..,76.30308,75.96791,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.48516,..,..,..,..,..,102.24651,93.60626,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.40241,69.57279,..,67.18391,63.24898,67.26728,68.76333,69.30937,72.50783,..,73.38447,..,..,..,..,..,82.46543,..,..,..,..,..,..,..,..,..,..,71.82843,72.97018,74.66728,73.5445,..,..,..,..,..,..,..,73.16502,74.40728,74.72182,72.56736,70.13056,..,..,..,..
St. Lucia,LCA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.93769,..,..,..,65.90816,68.89949,69.83571,70.38042,74.82505,..,75.07361,..,..,..,..,..,85.07379,..,..,..,..,..,..,..,..,..,..,73.26519,76.55384,77.70616,75.93678,..,..,..,..,..,..,..,73.70205,77.4983,78.42036,75.57662,72.6607,..,..,..,..
St. Lucia,LCA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.87787,..,..,..,60.65473,65.67684,67.71768,68.26291,70.23991,..,71.72021,..,..,..,..,..,79.81226,..,..,..,..,..,..,..,..,..,..,70.37687,69.35336,71.60555,71.13654,..,..,..,..,..,..,..,72.63356,71.34855,71.06405,69.59315,67.63225,..,..,..,..
St. Martin (French part),MAF,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.15415,64.519,..,..,..,..,..,..,..,..,..,..,..,..,76.1123,76.80811,76.75479,78.23366,78.20647,..,..,..,..,..,..,..,..,..,83.45351,83.56413,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.17298,66.79993,..,..,..,..,..,..,..,..,..,..,..,..,79.20306,78.08369,77.75368,79.87371,79.15539,..,..,..,..,..,..,..,..,..,85.91642,85.20037,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.16012,62.27694,..,..,..,..,..,..,..,..,..,..,..,..,73.08568,75.55806,75.77472,76.62215,77.27297,..,..,..,..,..,..,..,..,..,81.09431,81.99671,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.99785,43.26493,44.48498,45.80174,47.1972,48.74777,50.19657,51.56744,52.71347,53.6662,54.95803,55.81179,56.52314,57.60359,58.50194,59.64978,59.13836,59.0012,58.782,59.07429,59.4007,..,..,..,..,..
Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.89517,39.31287,40.41272,41.70874,42.83922,44.42795,45.89686,47.41501,48.72409,49.74985,51.21544,52.26872,53.11541,54.11518,55.46095,56.82101,56.47795,56.53172,56.38476,56.72239,57.0463,..,..,..,..,..
Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.06089,47.17944,48.5188,49.85672,51.51535,53.02797,54.45572,55.67946,56.66361,57.54291,58.66133,59.31588,59.89131,61.04902,61.50349,62.44009,61.76061,61.43357,61.14179,61.38807,61.71559,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.96117,43.22737,44.4489,45.76606,47.16351,48.71481,50.1651,51.53502,52.683,53.63677,54.93014,55.78433,56.49703,57.57991,58.47851,59.62761,59.11519,58.98011,58.76135,59.05498,59.38259,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.85299,39.27071,40.37231,41.66753,42.79995,44.38996,45.86056,47.37809,48.68835,49.71468,51.18176,52.23559,53.08368,54.08549,55.43196,56.79425,56.45052,56.506,56.3597,56.698,57.02332,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.02974,47.1465,48.48705,49.82657,51.48727,53.00006,54.42911,55.65157,56.63844,57.51924,58.63924,59.29413,59.87083,61.03136,61.48559,62.42251,61.74167,61.41707,61.12552,61.37379,61.7023,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.99785,43.26493,44.48498,45.80174,47.1972,48.74777,50.19657,51.56744,52.71347,53.6662,54.95803,55.81179,56.52314,57.60359,58.50194,59.64978,59.13836,59.0012,58.782,59.07429,59.4007,..,..,..,..,..
